case_id,bug_type,original_bytes,original_statements,line-ddmin_status,line-ddmin_reduced_bytes,line-ddmin_cr,line-ddmin_reduced_statements,line-ddmin_stmt_cr,line-ddmin_invalid_rate,line-ddmin_tests,line-ddmin_time,statement-ddmin_status,statement-ddmin_reduced_bytes,statement-ddmin_cr,statement-ddmin_reduced_statements,statement-ddmin_stmt_cr,statement-ddmin_invalid_rate,statement-ddmin_tests,statement-ddmin_time,reducefix-sql_status,reducefix-sql_reduced_bytes,reducefix-sql_cr,reducefix-sql_reduced_statements,reducefix-sql_stmt_cr,reducefix-sql_invalid_rate,reducefix-sql_tests,reducefix-sql_time,reducefix-sql-cleanup_status,reducefix-sql-cleanup_reduced_bytes,reducefix-sql-cleanup_cr,reducefix-sql-cleanup_reduced_statements,reducefix-sql-cleanup_stmt_cr,reducefix-sql-cleanup_invalid_rate,reducefix-sql-cleanup_tests,reducefix-sql-cleanup_time,cleanup_minus_statement_cr,cleanup_minus_statement_stmt_cr,cleanup_minus_statement_tests,cleanup_minus_statement_invalid_rate
sqlancer_sqlite_171_left_join_in_view_malfunctions_with_partial_index_on_table,NoREC,222,6,success,146,34.23423423423423,4,33.333333333333336,0.5714285714285714,28,0.0306856632232666,success,146,34.23423423423423,4,33.333333333333336,0.5714285714285714,28,0.02977919578552246,success,146,34.23423423423423,4,33.333333333333336,0.75,8,0.008871078491210938,success,146,34.23423423423423,4,33.333333333333336,0.6,20,0.021654129028320312,0.0,0.0,-8.0,0.02857142857142858
sqlancer_sqlite_177_segfault_when_inserting_into_table_with_generated_columns,crash,192,3,success,192,0.0,3,0.0,0.3333333333333333,12,0.012686014175415039,success,192,0.0,3,0.0,0.3333333333333333,12,0.013026714324951172,success,181,5.7291666666666625,3,0.0,0.0,1,0.0011682510375976562,success,181,5.7291666666666625,3,0.0,0.3076923076923077,13,0.014114141464233398,5.7291666666666625,0.0,1.0,-0.025641025641025605
sqlancer_sqlite_17_like_does_not_match,PQS,121,3,success,121,0.0,3,0.0,0.5,12,0.012647390365600586,success,121,0.0,3,0.0,0.5,12,0.012511968612670898,success,121,0.0,3,0.0,0.0,0,8.940696716308594e-05,success,121,0.0,3,0.0,0.5,12,0.013091087341308594,0.0,0.0,0.0,0.0
sqlancer_sqlite_180_distinct_malfunctions_for_view_with_virtual_table,NoREC,226,6,success,226,0.0,6,0.0,0.5,28,0.03174853324890137,success,226,0.0,6,0.0,0.5,28,0.032920122146606445,success,221,2.212389380530977,6,0.0,0.5,18,0.022089242935180664,success,221,2.212389380530977,6,0.0,0.5,46,0.05389142036437988,2.212389380530977,0.0,18.0,0.0
sqlancer_sqlite_18_row_is_not_fetched_with_pragma_reverse_unordered_selects_true,PQS,219,5,success,180,17.808219178082197,4,19.999999999999996,0.47619047619047616,21,0.022136211395263672,success,180,17.808219178082197,4,19.999999999999996,0.47619047619047616,21,0.021910905838012695,success,180,17.808219178082197,4,19.999999999999996,0.0,2,0.0023272037506103516,success,180,17.808219178082197,4,19.999999999999996,0.42857142857142855,14,0.014528274536132812,0.0,0.0,-7.0,-0.047619047619047616
sqlancer_sqlite_19_malformed_database_image_when_using_a_real_primary_key,error,220,5,success,220,0.0,5,0.0,0.5,26,0.027517080307006836,success,220,0.0,5,0.0,0.5,26,0.027390241622924805,success,191,13.181818181818183,5,0.0,0.0,14,0.015293359756469727,success,191,13.181818181818183,5,0.0,0.325,40,0.04354715347290039,13.181818181818183,0.0,14.0,-0.175
sqlancer_sqlite_1_collate_nocase_index_on_a_without_rowid_table_malfunctions,PQS,194,5,success,145,25.257731958762886,4,19.999999999999996,0.5,20,0.021266937255859375,success,145,25.257731958762886,4,19.999999999999996,0.5,20,0.02192401885986328,success,145,25.257731958762886,4,19.999999999999996,0.0,5,0.0071964263916015625,success,145,25.257731958762886,4,19.999999999999996,0.35294117647058826,17,0.017990827560424805,0.0,0.0,-3.0,-0.14705882352941174
sqlancer_sqlite_200_join_on_two_rtree_tables_malfunctions,NoREC,226,5,success,226,0.0,5,0.0,0.5,26,0.02948307991027832,success,226,0.0,5,0.0,0.5,26,0.030312299728393555,success,226,0.0,5,0.0,0.6153846153846154,13,0.014991283416748047,success,226,0.0,5,0.0,0.5384615384615384,39,0.04583454132080078,0.0,0.0,13.0,0.038461538461538436
sqlancer_sqlite_202_comparison_on_int_column_in_rtree_table_malfunctions,NoREC,123,3,success,123,0.0,3,0.0,0.5,12,0.01325225830078125,success,123,0.0,3,0.0,0.5,12,0.013524532318115234,success,123,0.0,3,0.0,0.5,4,0.004502296447753906,success,123,0.0,3,0.0,0.5,16,0.017872095108032227,0.0,0.0,4.0,0.0
sqlancer_sqlite_203_incorrect_result_for_predicate_on_rtree_table,NoREC,120,3,success,120,0.0,3,0.0,0.5,12,0.012979507446289062,success,120,0.0,3,0.0,0.5,12,0.013146638870239258,success,120,0.0,3,0.0,0.5,4,0.004282712936401367,success,120,0.0,3,0.0,0.5,16,0.017234325408935547,0.0,0.0,4.0,0.0
sqlancer_sqlite_206_generated_column_and_foreign_key_causes_a_segfault,crash,697,12,success,364,47.77618364418939,4,66.66666666666667,0.19230769230769232,26,0.027834177017211914,success,364,47.77618364418939,4,66.66666666666667,0.19230769230769232,26,0.028886795043945312,success,413,40.74605451936873,5,58.33333333333333,0.3181818181818182,22,0.025231361389160156,success,364,47.77618364418939,4,66.66666666666667,0.21621621621621623,37,0.041227102279663086,0.0,0.0,11.0,0.02390852390852391
sqlancer_sqlite_208_pragma_integrity_check_does_not_terminate_on_table_with_generate,hang,119,3,success,24,79.83193277310924,1,66.66666666666667,0.3333333333333333,3,0.0033059120178222656,success,24,79.83193277310924,1,66.66666666666667,0.3333333333333333,3,0.0032303333282470703,success,24,79.83193277310924,1,66.66666666666667,0.0,1,0.0010776519775390625,success,24,79.83193277310924,1,66.66666666666667,0.0,1,0.0011441707611083984,0.0,0.0,-2.0,-0.3333333333333333
sqlancer_sqlite_210_reindex_results_in_unique_constraint_failed_for_generated_column,error,104,3,success,95,8.653846153846157,2,33.333333333333336,0.42857142857142855,7,0.00751185417175293,success,95,8.653846153846157,2,33.333333333333336,0.42857142857142855,7,0.00743556022644043,success,104,0.0,3,0.0,0.2222222222222222,9,0.009673833847045898,success,95,8.653846153846157,2,33.333333333333336,0.3125,16,0.01652240753173828,0.0,0.0,9.0,-0.11607142857142855
sqlancer_sqlite_213_left_join_malfunctions_with_generated_column,NoREC,121,4,success,121,0.0,4,0.0,0.5,12,0.012825489044189453,success,121,0.0,4,0.0,0.5,12,0.012945413589477539,success,121,0.0,4,0.0,0.0,0,8.96453857421875e-05,success,121,0.0,4,0.0,0.5,12,0.012355327606201172,0.0,0.0,0.0,0.0
sqlancer_sqlite_214_update_causes_database_table_is_locked_for_rtree_table,error,123,3,success,123,0.0,3,0.0,0.5,12,0.013287544250488281,success,123,0.0,3,0.0,0.5,12,0.013582706451416016,success,123,0.0,3,0.0,0.25,8,0.00916290283203125,success,123,0.0,3,0.0,0.4,20,0.022191524505615234,0.0,0.0,8.0,-0.09999999999999998
sqlancer_sqlite_215_filter_clause_in_window_function_causes_a_segfault,crash,157,4,success,157,0.0,4,0.0,0.5,12,0.012688636779785156,success,157,0.0,4,0.0,0.5,12,0.012981414794921875,success,157,0.0,4,0.0,0.6,5,0.00576472282409668,success,157,0.0,4,0.0,0.5294117647058824,17,0.01828289031982422,0.0,0.0,5.0,0.02941176470588236
sqlancer_sqlite_220_debug_assertion_fts5structureread_assertion_p_istructversion_0_f,crash,204,5,success,64,68.62745098039215,2,60.0,0.1111111111111111,9,0.009777069091796875,success,64,68.62745098039215,2,60.0,0.1111111111111111,9,0.00963449478149414,success,156,23.529411764705888,4,19.999999999999996,0.45,20,0.02312016487121582,success,64,68.62745098039215,2,60.0,0.34615384615384615,26,0.029373645782470703,0.0,0.0,17.0,0.23504273504273504
sqlancer_sqlite_23_reindex_causes_rows_not_to_be_fetched_in_a_without_rowids_table,PQS,207,4,success,198,4.347826086956519,3,25.0,0.47368421052631576,19,0.020263671875,success,198,4.347826086956519,3,25.0,0.47368421052631576,19,0.020092487335205078,success,198,4.347826086956519,3,25.0,0.0,28,0.03102278709411621,success,198,4.347826086956519,3,25.0,0.15,40,0.044042348861694336,0.0,0.0,21.0,-0.3236842105263158
sqlancer_sqlite_242_debug_assertion_assert_pager_state_assertion_ppager_changecountd,crash,144,5,success,144,0.0,5,0.0,0.0,26,0.027721405029296875,success,144,0.0,5,0.0,0.0,26,0.027614355087280273,success,144,0.0,5,0.0,0.0,12,0.012265205383300781,success,144,0.0,5,0.0,0.0,38,0.03949379920959473,0.0,0.0,12.0,0.0
sqlancer_sqlite_247_debug_assertion_sqlite3vdbememabouttochange_assertion_mflags_mem,crash,170,3,success,142,16.470588235294116,2,33.333333333333336,0.4,5,0.0052051544189453125,success,142,16.470588235294116,2,33.333333333333336,0.4,5,0.005513191223144531,success,148,12.941176470588234,3,0.0,0.0,1,0.0012278556823730469,success,148,12.941176470588234,3,0.0,0.3076923076923077,13,0.013742208480834961,-3.5294117647058822,-33.333333333333336,8.0,-0.09230769230769231
sqlancer_sqlite_248_trigger_on_normal_table_causes_the_database_disk_image_to_become,error,329,9,success,271,17.629179331306986,7,22.22222222222222,0.4411764705882353,34,0.03668642044067383,success,271,17.629179331306986,7,22.22222222222222,0.40476190476190477,42,0.04552054405212402,success,271,17.629179331306986,7,22.22222222222222,0.0,37,0.04152989387512207,success,271,17.629179331306986,7,22.22222222222222,0.18309859154929578,71,0.07905936241149902,0.0,0.0,29.0,-0.221663313212609
sqlancer_sqlite_24_pragma_reverse_unordered_selects_true_results_in_row_not_being_f,PQS,326,6,success,287,11.963190184049077,5,16.666666666666664,0.47368421052631576,19,0.021123170852661133,success,287,11.963190184049077,5,16.666666666666664,0.4838709677419355,31,0.034247636795043945,success,279,14.417177914110423,5,16.666666666666664,0.47368421052631576,19,0.0221405029296875,success,279,14.417177914110423,5,16.666666666666664,0.4888888888888889,45,0.0509037971496582,2.453987730061346,0.0,14.0,0.005017921146953375
sqlancer_sqlite_252_debug_assertion_sqlite3vdbememabouttochange_assertion_mflags_mem,crash,221,3,success,221,0.0,3,0.0,0.3333333333333333,12,0.01248788833618164,success,221,0.0,3,0.0,0.3333333333333333,12,0.012912273406982422,success,221,0.0,3,0.0,0.0,0,8.678436279296875e-05,success,221,0.0,3,0.0,0.3333333333333333,12,0.012694120407104492,0.0,0.0,0.0,0.0
sqlancer_sqlite_258_incorrect_result_for_count_utf16be_encoding_and_substr,NoREC,212,6,success,106,50.0,3,50.0,0.4838709677419355,31,0.03286933898925781,success,106,50.0,3,50.0,0.4838709677419355,31,0.03295540809631348,success,106,50.0,3,50.0,0.0,3,0.003609180450439453,success,106,50.0,3,50.0,0.4,15,0.015779733657836914,0.0,0.0,-16.0,-0.08387096774193548
sqlancer_sqlite_25_real_rounding_seems_to_depend_on_from_clause,PQS,391,7,success,391,0.0,7,0.0,0.5,34,0.03598451614379883,success,391,0.0,7,0.0,0.5,34,0.03713560104370117,success,391,0.0,7,0.0,0.0,4,0.00472259521484375,success,391,0.0,7,0.0,0.4473684210526316,38,0.04131269454956055,0.0,0.0,4.0,-0.05263157894736842
sqlancer_sqlite_28_index_on_non_existing_column_results_in_a_fabricated_value_being,PQS,161,5,success,122,24.22360248447205,4,19.999999999999996,0.45454545454545453,22,0.024180889129638672,success,122,24.22360248447205,4,19.999999999999996,0.45454545454545453,22,0.023758649826049805,success,122,24.22360248447205,4,19.999999999999996,0.0,8,0.009466171264648438,success,122,24.22360248447205,4,19.999999999999996,0.3,20,0.02230691909790039,0.0,0.0,-2.0,-0.15454545454545454
sqlancer_sqlite_29_nested_boolean_formula_with_in_operator_computes_an_incorrect_re,PQS,145,3,success,145,0.0,3,0.0,0.5,12,0.012857913970947266,success,145,0.0,3,0.0,0.5,12,0.01309657096862793,success,145,0.0,3,0.0,0.0,0,0.00010180473327636719,success,145,0.0,3,0.0,0.5,12,0.012830734252929688,0.0,0.0,0.0,0.0
sqlancer_sqlite_2_pragma_case_sensitive_like_can_corrupt_some_databases,error,128,5,success,128,0.0,5,0.0,0.3076923076923077,26,0.02818131446838379,success,128,0.0,5,0.0,0.3076923076923077,26,0.028533220291137695,success,128,0.0,5,0.0,0.0,13,0.014298200607299805,success,128,0.0,5,0.0,0.20512820512820512,39,0.04300522804260254,0.0,0.0,13.0,-0.10256410256410259
sqlancer_sqlite_308_group_by_causes_unexpected_conversion,TLP (aggregate),139,4,success,139,0.0,4,0.0,0.5,12,0.012531042098999023,success,139,0.0,4,0.0,0.5,12,0.012607097625732422,success,139,0.0,4,0.0,0.0,0,8.368492126464844e-05,success,139,0.0,4,0.0,0.5,12,0.012887001037597656,0.0,0.0,0.0,0.0
sqlancer_sqlite_309_max_yields_unexpected_result_for_utf_16,TLP (aggregate),171,5,success,171,0.0,5,0.0,0.4230769230769231,26,0.027573823928833008,success,171,0.0,5,0.0,0.4230769230769231,26,0.027542829513549805,success,162,5.263157894736848,5,0.0,0.0,5,0.005532026290893555,success,134,21.6374269005848,4,19.999999999999996,0.375,24,0.0250699520111084,21.6374269005848,19.999999999999996,-2.0,-0.04807692307692307
sqlancer_sqlite_30_malformed_database_schema_when_creating_a_failing_index_within_a,error,170,6,success,117,31.176470588235293,3,50.0,0.43333333333333335,30,0.03199505805969238,success,117,31.176470588235293,3,50.0,0.43333333333333335,30,0.031978607177734375,success,143,15.88235294117647,4,33.333333333333336,0.0,13,0.014545202255249023,success,117,31.176470588235293,3,50.0,0.2727272727272727,33,0.03583669662475586,0.0,0.0,3.0,-0.16060606060606064
sqlancer_sqlite_35_like_malfunctions_for_int_primary_key_collate_nocase_column,PQS,124,3,success,124,0.0,3,0.0,0.5,12,0.012178659439086914,success,124,0.0,3,0.0,0.5,12,0.012974739074707031,success,124,0.0,3,0.0,0.0,0,7.939338684082031e-05,success,124,0.0,3,0.0,0.5,12,0.01293182373046875,0.0,0.0,0.0,0.0
sqlancer_sqlite_36_illegal_argument_to_likelihood_does_not_result_in_error_when_com,error,113,3,success,74,34.51327433628318,2,33.333333333333336,0.42857142857142855,7,0.007266044616699219,success,74,34.51327433628318,2,33.333333333333336,0.42857142857142855,7,0.007279872894287109,success,113,0.0,3,0.0,0.5,6,0.0066149234771728516,success,74,34.51327433628318,2,33.333333333333336,0.46153846153846156,13,0.01462244987487793,0.0,0.0,6.0,0.032967032967033016
sqlancer_sqlite_39_another_case_of_illegal_argument_to_likelihood_does_not_result_i,error,111,3,success,82,26.126126126126124,2,33.333333333333336,0.42857142857142855,7,0.007830381393432617,success,82,26.126126126126124,2,33.333333333333336,0.42857142857142855,7,0.0072820186614990234,success,111,0.0,3,0.0,0.5,6,0.00659632682800293,success,82,26.126126126126124,2,33.333333333333336,0.46153846153846156,13,0.014429330825805664,0.0,0.0,6.0,0.032967032967033016
sqlancer_sqlite_3_unique_index_that_uses_glob_does_not_detect_duplicate_due_to_rea,error,179,5,success,170,5.027932960893855,4,19.999999999999996,0.4666666666666667,15,0.01596856117248535,success,170,5.027932960893855,4,19.999999999999996,0.4666666666666667,15,0.01588606834411621,success,179,0.0,5,0.0,0.42857142857142855,14,0.014899969100952148,success,170,5.027932960893855,4,19.999999999999996,0.4482758620689655,29,0.03093099594116211,0.0,0.0,14.0,-0.01839080459770115
sqlancer_sqlite_43_likely_unlikely_and_likelihood_have_affinities,PQS,122,3,success,122,0.0,3,0.0,0.0,12,0.012066364288330078,success,122,0.0,3,0.0,0.0,12,0.012585878372192383,success,122,0.0,3,0.0,0.0,0,7.653236389160156e-05,success,122,0.0,3,0.0,0.0,12,0.012436866760253906,0.0,0.0,0.0,0.0
sqlancer_sqlite_44_is_true_operator_malfunctions_with_collate_and_real_value,PQS,104,3,success,104,0.0,3,0.0,0.0,12,0.012384891510009766,success,104,0.0,3,0.0,0.0,12,0.01217031478881836,success,104,0.0,3,0.0,0.0,0,6.937980651855469e-05,success,104,0.0,3,0.0,0.0,12,0.012172937393188477,0.0,0.0,0.0,0.0
sqlancer_sqlite_451_union_operator_malfunctions_in_left_join_on_view,TLP (DISTINCT),200,4,success,200,0.0,4,0.0,0.5,12,0.013294219970703125,success,200,0.0,4,0.0,0.5,12,0.012554645538330078,success,200,0.0,4,0.0,0.0,0,9.989738464355469e-05,success,200,0.0,4,0.0,0.5,12,0.013263940811157227,0.0,0.0,0.0,0.0
sqlancer_sqlite_47_like_malfunctions_for_unique_collate_nocase_column,PQS,123,3,success,123,0.0,3,0.0,0.5,12,0.012634754180908203,success,123,0.0,3,0.0,0.5,12,0.012758255004882812,success,123,0.0,3,0.0,0.0,0,9.226799011230469e-05,success,123,0.0,3,0.0,0.5,12,0.013299942016601562,0.0,0.0,0.0,0.0
sqlancer_sqlite_48_built_in_rtrim_collating_sequence_yields_incorrect_comparisons,PQS,179,3,success,179,0.0,3,0.0,0.5,12,0.012577533721923828,success,179,0.0,3,0.0,0.5,12,0.012724876403808594,success,150,16.201117318435752,3,0.0,0.0,3,0.003243684768676758,success,150,16.201117318435752,3,0.0,0.4,15,0.016423940658569336,16.201117318435752,0.0,3.0,-0.09999999999999998
sqlancer_sqlite_6_collate_nocase_index_on_real_column_malfunctions,PQS,155,4,success,106,31.612903225806456,3,25.0,0.5,18,0.018901586532592773,success,106,31.612903225806456,3,25.0,0.5,18,0.019001245498657227,success,106,31.612903225806456,3,25.0,0.0,1,0.0011696815490722656,success,106,31.612903225806456,3,25.0,0.46153846153846156,13,0.013982057571411133,0.0,0.0,-5.0,-0.038461538461538436
